coolant_temperature,oil_pressure,oil_TDN1,oil_temp1,oil_TDN2,oil_temp2,vibration_1_x,vibration_1_y,vibration_1_z,vibration_1_n,vibration_2_x,vibration_2_y,vibration_2_z,vibration_2_n,vibration_3_x,vibration_3_y,vibration_3_z,vibration_3_n,vibration_4_x,vibration_4_y,vibration_4_z,vibration_4_n,vtotal_rms,vtotal_rms_noise,vtotal_x_rms,vtotal_y_rms,band
41.5,8.68338558,725.1,22.5,795.4,26.41,11.33111,8.786292,13.01905,103.426,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,38.55497,14.2309,29.14406,105.4077,19.058,103.778,13.375,19.862,9
42,8.68338558,725.1,22.5,795.4,26.41,11.33111,8.786292,13.01905,103.426,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,38.46267,14.01878,31.10347,106.648,18.372,104.042,13.818,18.739,9
42.5,8.68338558,724.6,22.48,795.4,26.41,11.33111,8.786292,13.01905,103.426,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,37.86747,15.35307,36.00148,106.8467,19.088,103.234,13.758,20.91,9
43,8.68338558,724.6,22.48,834,28.55,11.33111,8.786292,13.01905,103.426,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,39.10354,14.08928,29.27865,106.4905,19.088,103.234,13.758,20.91,9
43.25,8.68338558,724.6,22.48,839.1,28.83,11.33111,8.786292,13.01905,103.426,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,39.25983,14.22877,34.17356,101.682,19.088,103.234,13.758,20.91,9
26.5,5.939209726,627.5,17.08,683.9,20.21,9.927387,9.031244,10.60145,100.903,8.628331,11.72593,9.602612,103.7339,15.2339,12.46066,15.5383,103.1117,38.52901,20.13758,34.41714,105.9566,19.514,103.574,14.905,19.337,9
27,5.878419453,627.5,17.08,688.4,20.46,9.927387,9.031244,10.60145,100.903,8.628331,11.72593,9.602612,103.7339,15.2339,12.46066,15.5383,103.1117,40.67442,18.72805,34.73098,104.1876,19.514,103.574,14.905,19.337,9
27.5,5.696048632,627.5,17.08,692.9,20.71,9.941501,8.650781,10.52199,100.6653,8.628331,11.72593,9.602612,103.7339,15.2339,12.46066,15.5383,103.1117,40.67442,18.72805,34.73098,104.1876,19.514,103.574,14.905,19.337,9
28,5.635258359,634,17.47,692.9,20.71,10.26383,8.219255,10.90978,103.2631,8.628331,11.72593,9.602612,103.7339,15.2339,12.46066,15.5383,103.1117,40.67442,18.72805,34.73098,104.1876,18.428,97.891,13.749,18.058,9
28.5,5.574468085,634,17.44,692.9,20.71,9.714805,8.193273,10.22874,102.0382,8.628331,11.72593,9.602612,103.7339,15.2339,12.46066,15.5383,103.1117,40.67442,18.72805,34.73098,104.1876,18.942,99.854,14.457,19.643,9
29.125,5.513677812,634.6,17.47,692.9,20.71,9.714805,8.193273,10.22874,102.0382,8.628331,11.72593,9.602612,103.7339,15.2339,12.46066,15.5383,103.1117,35.78356,17.76553,33.36442,106.3801,18.195,103.948,14.114,19.153,9
29.625,5.331306991,634.6,17.47,692.9,20.71,9.714805,8.193273,10.22874,102.0382,8.628331,11.72593,9.602612,103.7339,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,18.562,103.956,14.179,19.273,9
30.125,5.331306991,634.6,17.47,692.9,20.71,9.714805,8.193273,10.22874,102.0382,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,18.911,101.652,14.008,20.188,9
30.625,5.270516717,634.6,17.47,692.9,20.71,9.785764,8.203658,10.70654,103.1207,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,17.711,101.517,13.315,17.614,9
31.25,5.209726444,634.6,17.47,722,22.33,10.10823,7.98575,10.79251,103.7066,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,17.711,101.517,13.315,17.614,9
31.75,5.14893617,634.6,17.47,725.5,22.53,10.51969,8.022632,11.16056,103.005,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,17.711,101.517,13.315,17.614,9
32.25,5.088145897,635.1,17.51,725.5,22.53,10.34252,7.910363,10.61548,103.9934,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,18.902,103.152,14.008,19.372,9
32.75,5.027355623,635.1,17.51,725.5,22.53,10.72039,7.822158,9.976724,104.0958,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,18.672,102.955,13.966,18.755,9
33.25,4.96656535,635.7,17.54,725.5,22.53,10.53474,8.078958,11.22026,103.0773,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,17.881,103.019,14.376,18.477,9
33.75,0.123076923,635.7,17.54,725.5,22.53,9.891824,7.628442,10.48763,101.5334,8.602293,11.35039,8.795882,99.85889,14.73217,12.19927,16.29254,102.5373,35.78356,17.76553,33.36442,106.3801,18.376,90.378,14.015,18.77,9
47.75,9.87460815,822.4,27.91,796.6,26.48,18.02179,11.42408,15.86904,100.6157,0.02778237,0.02356352,0.03599419,33.93269,0.0228022,0.02073051,0.03063663,40.10102,0,18.96131,49.1429,106.2976,14.326,89.062,13.938,12.74,9
48.5,9.749216301,822.4,27.91,796.6,26.48,18.02179,11.42408,15.86904,100.6157,11.34506,18.69698,24.07432,104.0603,0.0228022,0.02073051,0.03063663,40.10102,0,18.96131,49.1429,106.2976,14.013,87.813,14.242,12.049,9
49.25,9.686520376,822.4,27.91,796.6,26.48,18.02179,11.42408,15.86904,100.6157,11.34506,18.69698,24.07432,104.0603,11.59367,10.46156,16.61729,85.68313,0,18.96131,49.1429,106.2976,14.783,82.855,14.739,12.706,9
50,9.561128527,822.4,27.91,796.6,26.48,18.02179,11.42408,15.86904,100.6157,11.34506,18.69698,24.07432,104.0603,11.59367,10.46156,16.61729,85.68313,0,18.96131,49.1429,106.2976,14.029,86.533,14.189,11.937,9
50.5,9.561128527,822.4,27.91,828.2,28.23,18.02179,11.42408,15.86904,100.6157,11.34506,18.69698,24.07432,104.0603,11.59367,10.46156,16.61729,85.68313,0,20.64796,53.81359,105.0855,14.029,86.533,14.189,11.937,9
51.25,9.498432602,811.2,27.25,828.2,28.23,18.02179,11.42408,15.86904,100.6157,11.34506,18.69698,24.07432,104.0603,11.59367,10.46156,16.61729,85.68313,0,20.94218,50.73716,105.7121,14.092,89.224,14.963,11.898,9
52,9.561128527,809.4,27.19,828.2,28.23,18.02179,11.42408,15.86904,100.6157,11.34506,18.69698,24.07432,104.0603,11.59367,10.46156,16.61729,85.68313,0,17.86368,44.43597,105.083,14.298,88.709,15.689,11.441,9
52.5,9.561128527,807.6,27.09,828.2,28.23,18.02179,11.42408,15.86904,100.6157,11.34506,18.69698,24.07432,104.0603,11.59367,10.46156,16.61729,85.68313,0,20.27348,50.35763,104.5887,14.171,89.435,15.234,11.895,9
31,5.209726444,522.7,11.26,495.9,9.77,8.801885,5.403712,6.907795,94.03525,13.05327,18.94283,26.23795,103.0254,14.41015,11.50885,34.8514,100.2728,35.78356,17.76553,33.36442,106.3801,15.93,88.7,19.34,11.446,9
31.875,5.14893617,523.7,11.32,495.9,9.77,8.801885,5.403712,6.907795,94.03525,13.05327,18.94283,26.23795,103.0254,14.41015,11.50885,34.8514,100.2728,35.78356,17.76553,33.36442,106.3801,16.394,89.37,20.42,11.531,9
32.5,5.088145897,523.7,11.32,494.3,9.68,8.801885,5.403712,6.907795,94.03525,13.05327,18.94283,26.23795,103.0254,14.41015,11.50885,34.8514,100.2728,35.78356,17.76553,33.36442,106.3801,16.394,89.37,20.42,11.531,9
32.75,5.027355623,523.7,11.32,493.7,9.65,8.801885,5.403712,6.907795,94.03525,13.05327,18.94283,26.23795,103.0254,14.41015,11.50885,34.8514,100.2728,35.78356,17.76553,33.36442,106.3801,16.394,89.37,20.42,11.531,9
33,4.96656535,523.7,11.32,493.7,9.65,8.801885,5.403712,6.907795,94.03525,13.05327,18.94283,26.23795,103.0254,14.41015,11.50885,34.8514,100.2728,35.78356,17.76553,33.36442,106.3801,16.394,89.37,20.42,11.531,9
33,0.123076923,523.7,11.32,493.7,9.65,8.801885,5.403712,6.907795,94.03525,13.05327,18.94283,26.23795,103.0254,14.41015,11.50885,34.8514,100.2728,35.78356,17.76553,33.36442,106.3801,16.394,89.37,20.42,11.531,9
32.75,11.43573668,486.9,9.27,641.5,17.86,7.66915,5.728096,7.181684,104.1144,18.3036,9.874578,12.64735,103.8266,12.13081,8.976785,13.68251,102.8698,35.78356,17.76553,33.36442,106.3801,0.021,35.407,0.023,0.018,9
33.75,11.31034483,486.9,9.27,644.3,18.02,7.66915,5.728096,7.181684,104.1144,18.3036,9.874578,12.64735,103.8266,12.13081,8.976785,13.68251,102.8698,35.78356,17.76553,33.36442,106.3801,0.021,35.407,0.023,0.018,9
35,11.05956113,497.6,9.86,644.3,18.02,7.66915,5.728096,7.181684,104.1144,18.3036,9.874578,12.64735,103.8266,12.13081,8.976785,13.68251,102.8698,35.78356,17.76553,33.36442,106.3801,10.206,89.567,12.203,7.373,9
36.25,10.87147335,498.1,9.89,644.3,18.02,7.66915,5.728096,7.181684,104.1144,18.3036,9.874578,12.64735,103.8266,12.13081,8.976785,13.68251,102.8698,35.78356,17.76553,33.36442,106.3801,10.369,88.724,12.505,7.392,9
37.25,10.68338558,498.1,9.89,644.3,18.02,7.66915,5.728096,7.181684,104.1144,18.3036,9.874578,12.64735,103.8266,12.13081,8.976785,13.68251,102.8698,35.78356,17.76553,33.36442,106.3801,10.11,88.157,12.516,7.254,9
38.5,2,498.7,9.89,644.3,18.02,7.66915,5.728096,7.181684,104.1144,18.3036,9.874578,12.64735,103.8266,12.13081,8.976785,13.68251,102.8698,35.78356,17.76553,33.36442,106.3801,10.001,87.561,12.285,7.07,9
30.75,0,431.9,6.21,445.5,6.97,7.330369,13.05249,12.3261,104.0528,8.602293,11.35039,8.795882,99.85889,10.6697,9.24585,16.044,102.2439,35.78356,17.76553,33.36442,106.3801,9.254,72.782,9.003,9.772,9
31.75,10.24451411,431.9,6.21,445.5,6.97,7.330369,13.05249,12.3261,104.0528,8.602293,11.35039,8.795882,99.85889,10.6697,9.24585,16.044,102.2439,35.78356,17.76553,33.36442,106.3801,8.695,71.967,8.49,8.689,9
32.75,10.30721003,432.6,6.29,445.5,6.97,7.330369,13.05249,12.3261,104.0528,8.602293,11.35039,8.795882,99.85889,10.6697,9.24585,16.044,102.2439,35.78356,17.76553,33.36442,106.3801,8.787,73.96,8.362,9.02,9
34,10.43260188,433.3,6.33,445.5,6.97,7.330369,13.05249,12.3261,104.0528,8.602293,11.35039,8.795882,99.85889,10.6697,9.24585,16.044,102.2439,35.78356,17.76553,33.36442,106.3801,8.216,70.67,7.396,8.578,9
42.25,11.43573668,578.9,14.38,667.3,19.29,7.109464,8.140948,11.14408,104.0263,47.66814,60.27285,85.82678,100.0653,0.02284416,0.02072945,0.03001729,57.63396,0,18.47124,17.32791,103.24,36.37,87.421,33.367,30.895,9
42.5,11.05956113,579.3,14.4,667.3,19.29,7.109464,8.140948,11.14408,104.0263,47.66814,60.27285,85.82678,100.0653,11.27364,11.24195,43.90745,100.4187,0,18.30946,19.03967,97.92594,33.082,87.34,34.687,25.887,9
43,10.7460815,580.1,14.45,667.3,19.29,7.109464,8.140948,11.14408,104.0263,47.66814,60.27285,85.82678,100.0653,11.27364,11.24195,43.90745,100.4187,0,18.11623,17.3579,102.9226,33.353,88.664,35.542,25.959,9
43.5,10.68338558,580.5,14.47,667.3,19.29,7.109464,8.140948,11.14408,104.0263,47.66814,60.27285,85.82678,100.0653,11.27364,11.24195,43.90745,100.4187,0,16.34488,16.69438,97.84168,33.66,86.521,34.491,26.963,9
20,10,0,0,406.3,4.79,4.965948,1.86223,2.857681,78.87677,9.668957,9.668957,9.462413,103.3626,10.82022,10.82022,20.12604,100.2148,0,20.10091,40.2269,104.4778,1.739,39.438,2.483,0.931,9
19.75,10,0,0,420.5,5.58,4.248031,1.976805,2.50933,76.51174,9.668957,9.668957,9.462413,103.3626,10.82022,10.82022,20.12604,100.2148,0,19.22994,35.61931,105.4771,1.739,39.438,2.483,0.931,9
19.875,10,402.1,4.56,420.5,5.58,4.248031,1.976805,2.50933,76.51174,9.668957,9.668957,9.462413,103.3626,10.82022,10.82022,20.12604,100.2148,0,17.03304,32.27835,103.1916,11.92,87.717,17.703,5.62,9
20.375,9.937304075,402.5,4.58,420.5,5.58,4.248031,1.976805,2.50933,76.51174,9.668957,9.668957,9.462413,103.3626,17.84052,11.05637,35.11163,99.77491,0,17.45851,33.46779,31.79588,40.824,88.44,32.391,28.085,9
35.75,9.811912226,405.9,4.77,590,15,4.610039,2.091755,2.976263,99.46061,11.68418,13.28031,9.113142,104.9859,11.55835,13.66558,16.70266,99.92654,38.55497,14.2309,29.14406,105.4077,38.284,86.773,32.128,23.538,9
36.5,9.811912226,405.9,4.77,601,15.61,4.386989,2.239238,3.168748,101.0785,11.68437,13.79041,8.78166,105.1979,11.55835,13.66558,16.70266,99.92654,38.55497,14.2309,29.14406,105.4077,38.284,86.773,32.128,23.538,9
37.5,9.811912226,405.9,4.77,611.1,16.17,4.612329,2.147115,3.314593,98.62804,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,38.55497,14.2309,29.14406,105.4077,38.284,86.773,32.128,23.538,9
38.5,9.811912226,405.9,4.77,621.5,16.75,1.009254,0.4926923,0.9197394,103.4551,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,38.46267,14.01878,31.10347,106.648,38.284,86.773,32.128,23.538,9
39.25,9.811912226,407.6,4.86,621.5,16.75,1.009254,0.4926923,0.9197394,103.4551,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,37.86747,15.35307,36.00148,106.8467,38.187,88.06,32.28,22.751,9
40.25,9.811912226,408,4.89,621.5,16.75,1.009254,0.4926923,0.9197394,103.4551,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,39.10354,14.08928,29.27865,106.4905,37.345,88.161,32.133,22.066,9
41.25,9.811912226,408.4,4.91,621.5,16.75,1.009254,0.4926923,0.9197394,103.4551,11.68437,13.79041,8.78166,105.1979,11.29538,12.98803,14.5305,102.4339,39.25983,14.22877,34.17356,101.682,38.451,87.739,31.48,21.068,9
8.5625,9.623824451,502,10.11,0,0,28.98584,18.59011,19.95763,100.7053,41.57157,27.16559,62.15953,103.0306,8.875489,6.699687,10.967,101.1067,0,20.10091,40.2269,104.4778,26.061,88.64,25.413,17.043,9
8.5625,9.623824451,504.1,10.23,0,0,28.98584,18.59011,19.95763,100.7053,41.57157,27.16559,62.15953,103.0306,8.599921,6.558239,11.30284,100.0245,0,19.22994,35.61931,105.4771,27.504,87.353,26.312,17.573,9
8.5625,9.623824451,504.1,10.23,799.7,26.65,28.98584,18.59011,19.95763,100.7053,41.57157,27.16559,62.15953,103.0306,8.599921,6.558239,11.30284,100.0245,0,17.03304,32.27835,103.1916,27.504,87.353,26.312,17.573,9
8.625,9.561128527,504.1,10.23,806.4,27.02,28.98584,18.59011,19.95763,100.7053,41.57157,27.16559,62.15953,103.0306,8.599921,6.558239,11.30284,100.0245,0,17.45851,33.46779,31.79588,27.504,87.353,26.312,17.573,9
43,10.30721003,484.6,9.14,535.8,12.02,10.21204,11.7334,24.55649,103.1797,0.4963462,0.1309973,0.3422617,104.4748,0.02196731,0.02019248,0.02956074,101.4333,0,17.03304,32.27835,103.1916,11.751,89.344,10.091,7.164,9
44,9.310344828,485.2,9.18,535.8,12.02,10.02964,12.52104,24.59147,98.69257,0.4963462,0.1309973,0.3422617,104.4748,0.02196731,0.02019248,0.02956074,101.4333,0,17.45851,33.46779,31.79588,12.098,86.899,9.886,7.663,9
39.25,6.934169279,397.7,4.31,463,7.94,32.10489,46.32409,85.0778,99.97034,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,20.11978,10.38796,21.71674,104.5676,41.778,85.794,24.74,30.046,9
40.5,7.059561129,398.1,4.34,463,7.94,32.10489,46.32409,85.0778,99.97034,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,20.92212,10.29204,22.9344,105.0168,41.263,86.365,23.669,30.812,9
41.75,7.122257053,398.6,4.36,463,7.94,34.15726,50.27047,82.80632,99.85035,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,22.42855,10.64016,22.93008,101.8154,40.761,87.7,24.591,30.672,9
42.75,7.059561129,398.6,4.36,550.5,12.8,33.26367,52.0113,81.15176,99.38535,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,22.09864,11.38185,22.80182,104.0016,40.761,87.7,24.591,30.672,9
44,7.059561129,399.5,4.41,550.5,12.8,31.9318,47.40594,79.29809,99.73859,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,22.63342,11.63403,22.39448,104.2123,40.446,88.365,23.887,29.902,9
45.25,6.996865204,400.3,4.44,550.5,12.8,32.1805,48.44033,84.02901,97.24986,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,21.86327,11.13394,22.64031,104.9521,41.322,87.512,24.939,30.628,9
46.25,6.996865204,400.8,4.49,550.5,12.8,33.22541,47.11006,80.08539,98.87833,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,22.85894,11.24386,23.03183,105.5664,39.248,85.735,23.071,29.691,9
47.5,6.996865204,401.2,4.51,550.5,12.8,32.86026,46.83077,80.30873,100.0566,37.38151,39.42591,90.6562,102.9518,6.085616,5.310935,9.695676,100.6307,23.93948,12.09884,24.80241,105.4688,39.21,88.503,22.991,30.275,9
43.5,11.2476489,415.4,5.3,382,3.44,26.62026,42.04413,97.56297,100.7189,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,21.63296,39.6623,105.0438,0.198,65.86,0.11,0.164,9
45,11.18495298,415.4,5.3,385.3,3.63,26.62026,42.04413,97.56297,100.7189,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,21.63296,39.6623,105.0438,0.198,65.86,0.11,0.164,9
46.5,11.05956113,415.4,5.3,388.6,3.81,23.29909,42.9154,95.85609,100.9741,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,21.63296,39.6623,105.0438,0.198,65.86,0.11,0.164,9
48,10.7460815,431.9,6.21,388.6,3.81,25.92513,42.12065,95.96539,101.4284,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,19.5479,39.28006,106.6873,31.221,87.03,13.044,21.122,9
49.5,10.49529781,431.9,6.21,395.9,4.22,21.81701,42.86713,90.76947,101.35,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,20.10091,40.2269,104.4778,31.221,87.03,13.044,21.122,9
50.75,10.36990596,431.9,6.21,401.2,4.51,21.93866,44.66985,90.94203,100.2384,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,19.22994,35.61931,105.4771,31.221,87.03,13.044,21.122,9
52.25,10.43260188,431.9,6.21,408.4,4.91,23.98551,42.93593,86.95782,99.23843,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,17.03304,32.27835,103.1916,31.221,87.03,13.044,21.122,9
53.5,10.55799373,431.9,6.21,424.1,5.78,24.97255,39.57211,90.33566,100.0854,1.437881,1.20375,1.500005,103.3633,4.416907,1.926024,3.065292,101.7634,0,17.45851,33.46779,31.79588,31.221,87.03,13.044,21.122,9
51.5,6.934169279,532.5,11.8,754.3,24.15,10.26383,8.219255,10.90978,103.2631,26.9426,16.89252,31.15104,103.6075,0.04175978,0.06102511,0.07736702,100.2385,40.67442,18.72805,34.73098,104.1876,17.019,71.167,21.185,9.905,9
52.75,6.996865204,536.3,12.04,754.3,24.15,9.714805,8.193273,10.22874,102.0382,26.9426,16.89252,31.15104,103.6075,0.04175978,0.06102511,0.07736702,100.2385,40.67442,18.72805,34.73098,104.1876,16.391,72.569,20.431,9.604,9
53,6.996865204,538.7,12.15,754.3,24.15,9.714805,8.193273,10.22874,102.0382,26.9426,16.89252,31.15104,103.6075,0.04175978,0.06102511,0.07736702,100.2385,35.78356,17.76553,33.36442,106.3801,17.36,71.315,21.471,10.65,9
54,6.934169279,540.5,12.25,754.3,24.15,9.714805,8.193273,10.22874,102.0382,27.34392,16.91295,29.11673,105.2578,0.04175978,0.06102511,0.07736702,100.2385,35.78356,17.76553,33.36442,106.3801,16.525,73.298,21.044,9.823,9
55.5,6.871473354,540.5,12.25,826.5,28.17,9.714805,8.193273,10.22874,102.0382,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.525,73.298,21.044,9.823,9
56.75,6.808777429,542.4,12.35,826.5,28.17,9.785764,8.203658,10.70654,103.1207,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.74,71.883,21.579,9.616,9
58,6.808777429,542.4,12.35,845.8,29.21,10.10823,7.98575,10.79251,103.7066,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.74,71.883,21.579,9.616,9
59.25,6.808777429,542.4,12.35,852.9,29.61,10.51969,8.022632,11.16056,103.005,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.74,71.883,21.579,9.616,9
60.25,6.746081505,542.4,12.35,862.1,30.12,10.34252,7.910363,10.61548,103.9934,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.74,71.883,21.579,9.616,9
61.5,6.68338558,542.4,12.35,869,30.5,10.72039,7.822158,9.976724,104.0958,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.74,71.883,21.579,9.616,9
62.75,6.620689655,542.4,12.35,875.8,30.88,10.53474,8.078958,11.22026,103.0773,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.74,71.883,21.579,9.616,9
63.5,6.620689655,542.4,12.35,882,31.22,9.891824,7.628442,10.48763,101.5334,27.34392,16.91295,29.11673,105.2578,16.14215,9.46866,29.87582,100.4118,35.78356,17.76553,33.36442,106.3801,16.74,71.883,21.579,9.616,9
45.25,7.937304075,406.8,4.82,506.3,10.35,14.4413,27.94401,63.0183,99.86951,37.56416,34.89265,79.70489,103.8293,15.91342,9.816511,35.80555,100.6869,0,0,0,0,34.395,87.037,26.736,21.649,9
46.25,8.119122257,406.8,4.82,515.1,10.84,14.4413,27.94401,63.0183,99.86951,37.56416,34.89265,79.70489,103.8293,15.91342,9.816511,35.80555,100.6869,0,0,0,0,34.395,87.037,26.736,21.649,9
47,8.119122257,408,4.89,515.1,10.84,14.4413,27.94401,63.0183,99.86951,37.56416,34.89265,79.70489,103.8293,15.91342,9.816511,35.80555,100.6869,40.67442,18.72805,34.73098,104.1876,34.25,85.588,25.288,21.134,9
47.75,8.181818182,408.4,4.93,515.1,10.84,15.48642,23.5869,61.79756,102.0292,37.56416,34.89265,79.70489,103.8293,15.91342,9.816511,35.80555,100.6869,40.67442,18.72805,34.73098,104.1876,34.265,86.942,25.368,21.265,9
48.75,8.056426332,408.8,4.96,515.1,10.84,15.48642,23.5869,61.79756,102.0292,34.88536,33.34085,71.50352,103.4876,15.91342,9.816511,35.80555,100.6869,40.67442,18.72805,34.73098,104.1876,34.192,88.38,26.63,21.36,9
49.5,8,408.8,4.96,537.3,12.07,15.48642,23.5869,61.79756,102.0292,34.88536,33.34085,71.50352,103.4876,15.61618,9.625056,37.52258,100.4082,40.67442,18.72805,34.73098,104.1876,34.192,88.38,26.63,21.36,9
50.25,7.937304075,408.8,4.96,542.8,12.4,15.48642,23.5869,61.79756,102.0292,34.88536,33.34085,71.50352,103.4876,15.61618,9.625056,37.52258,100.4082,35.78356,17.76553,33.36442,106.3801,34.192,88.38,26.63,21.36,9
51,8,411.7,5.09,542.8,12.4,15.48642,23.5869,61.79756,102.0292,34.88536,33.34085,71.50352,103.4876,15.61618,9.625056,37.52258,100.4082,35.78356,17.76553,33.36442,106.3801,33.101,87.895,26.465,20.535,9
51.75,8,413.2,5.17,542.8,12.4,15.48642,23.5869,61.79756,102.0292,34.88536,33.34085,71.50352,103.4876,15.61618,9.625056,37.52258,100.4082,35.78356,17.76553,33.36442,106.3801,33.846,87.977,26.428,21.185,9
52.5,7.937304075,413.9,5.22,542.8,12.4,15.65742,25.36979,58.53967,101.0892,34.88536,33.34085,71.50352,103.4876,15.61618,9.625056,37.52258,100.4082,35.78356,17.76553,33.36442,106.3801,32.141,88.329,25.798,20.451,9
53.5,8,413.9,5.22,566.4,13.69,15.65742,25.36979,58.53967,101.0892,30.42157,30.4011,64.88602,103.4685,15.61618,9.625056,37.52258,100.4082,35.78356,17.76553,33.36442,106.3801,32.141,88.329,25.798,20.451,9
54,8,416.1,5.34,566.4,13.69,15.65742,25.36979,58.53967,101.0892,30.42157,30.4011,64.88602,103.4685,15.01059,9.964783,37.62511,101.4563,35.78356,17.76553,33.36442,106.3801,31.988,88.996,25.241,20.327,9
54.75,7.87460815,416.1,5.34,577.3,14.29,15.65742,25.36979,58.53967,101.0892,30.42157,30.4011,64.88602,103.4685,15.27069,10.26737,39.11608,97.20528,35.78356,17.76553,33.36442,106.3801,31.988,88.996,25.241,20.327,9
55.5,7.87460815,416.1,5.34,582.8,14.6,15.65742,25.36979,58.53967,101.0892,30.42157,30.4011,64.88602,103.4685,15.27069,10.26737,39.11608,97.20528,35.78356,17.76553,33.36442,106.3801,31.988,88.996,25.241,20.327,9
56.25,7.937304075,416.1,5.34,588.5,14.91,15.65742,25.36979,58.53967,101.0892,30.42157,30.4011,64.88602,103.4685,15.27069,10.26737,39.11608,97.20528,35.78356,17.76553,33.36442,106.3801,31.988,88.996,25.241,20.327,9
57,7.937304075,416.1,5.34,596.5,15.36,15.65742,25.36979,58.53967,101.0892,30.42157,30.4011,64.88602,103.4685,15.27069,10.26737,39.11608,97.20528,35.78356,17.76553,33.36442,106.3801,31.988,88.996,25.241,20.327,9
