coolant_temperature,oil_pressure,oil_TDN1,oil_temp1,oil_TDN2,oil_temp2,vibration_1_x,vibration_1_y,vibration_1_z,vibration_1_n,vibration_2_x,vibration_2_y,vibration_2_z,vibration_2_n,vibration_3_x,vibration_3_y,vibration_3_z,vibration_3_n,vibration_4_x,vibration_4_y,vibration_4_z,vibration_4_n,vtotal_rms,vtotal_rms_noise,vtotal_x_rms,vtotal_y_rms,band
41.75,9.122257053,0,0,640.9,17.83,16.75282,6.393088,19.32922,91.29073,4.207823,5.227431,12.84791,101.18,8.077706,7.007403,19.55311,103.7366,33.80699,14.34402,31.96064,104.8179,18.03,103.03,15.581,16.926,9
42.75,9.059561129,0,0,633.4,17.44,16.75282,6.393088,19.32922,91.29073,4.207823,5.227431,12.84791,101.18,8.077706,7.007403,19.55311,103.7366,29.91394,13.35009,29.06164,104.4787,18.03,103.03,15.581,16.926,9
43.75,8.996865204,0,0,632.8,17.41,16.75282,6.393088,19.32922,91.29073,4.207823,5.227431,12.84791,101.18,8.077706,7.007403,19.55311,103.7366,29.029,13.02135,28.74009,105.0245,18.03,103.03,15.581,16.926,9
44.5,8.934169279,0,0,632.2,17.34,16.75282,6.393088,19.32922,91.29073,4.207823,5.227431,12.84791,101.18,8.077706,7.007403,19.55311,103.7366,27.23107,13.47149,26.09761,105.5565,18.03,103.03,15.581,16.926,9
45.5,8.871473354,0,0,631.6,17.31,16.75282,6.393088,19.32922,91.29073,4.207823,5.227431,12.84791,101.18,8.077706,7.007403,19.55311,103.7366,28.71886,13.63428,28.79802,104.4743,18.03,103.03,15.581,16.926,9
46.25,8.746081505,0,0,631.6,17.31,16.75282,6.393088,19.32922,91.29073,4.207823,5.227431,12.84791,101.18,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,18.03,103.03,15.581,16.926,9
47.25,8.68338558,0,0,631,17.28,16.75282,6.393088,19.32922,91.29073,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,18.03,103.03,15.581,16.926,9
48,8.620689655,0,0,631,17.28,18.05142,6.787858,19.00981,103.3838,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,18.03,103.03,15.581,16.926,9
49,8.620689655,0,0,631,17.28,19.18431,7.421072,19.90943,103.8424,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.521,103.636,16.342,15.969,9
49.75,8.871473354,0,0,631,17.28,18.28569,7.412021,20.02175,103.3113,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.546,103.455,15.761,16.177,9
50.5,8.808777429,0,0,629.9,17.25,18.23437,6.937085,19.92048,103.1622,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.546,103.455,15.761,16.177,9
51,8.746081505,0,0,629.9,17.21,18.98078,7.350347,20.91843,102.3827,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.546,103.455,15.761,16.177,9
51.75,8.620689655,0,0,629.9,17.21,18.95504,7.488758,20.49936,102.4076,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.546,103.455,15.761,16.177,9
52.5,8.495297806,0,0,629.9,17.21,18.29196,6.800989,19.66254,104.3267,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.546,103.455,15.761,16.177,9
53.25,8.432601881,0,0,629.9,17.21,17.52432,6.530723,18.7945,102.9484,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.546,103.455,15.761,16.177,9
53.75,8.369905956,0,0,629.3,17.18,18.61848,7.289227,19.84554,103.1921,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,17.546,103.455,15.761,16.177,9
54.75,8.620689655,0,0,643.2,17.95,15.80762,6.513196,16.71468,103.1416,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,15.881,102.217,13.361,15.503,9
55.5,8.369905956,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,14.926,102.915,13.568,13.739,9
56.5,8.244514107,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,13.764,101.849,12.362,12.681,9
57,8.181818182,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,14.387,104.366,13.635,12.946,9
57.5,8.181818182,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,3.182718,6.143056,13.66768,102.6799,9.592987,5.804933,22.46518,102.8927,28.71886,13.63428,28.79802,104.4743,13.926,99.147,12.486,13.076,9
58.25,8.056426332,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,22.23854,10.99317,22.45634,101.014,13.65,102.958,12.366,12.354,9
58.75,8.056426332,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,22.11943,10.94199,23.47382,99.98715,13.89,102.079,13.047,12.844,9
59.5,8,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.45058,10.82778,23.15079,104.2116,13.842,103.569,12.961,12.716,9
60,7.937304075,0,0,643.2,17.95,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.79962,10.74075,23.40557,105.3486,13.99,103.446,12.928,12.815,9
60.5,0,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.68649,11.11536,24.17196,96.116,13.99,103.446,12.928,12.815,9
62.25,16,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.19143,11.20243,23.77405,103.8359,13.99,103.446,12.928,12.815,9
63.5,16,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,20.17666,10.17595,21.91761,102.8241,13.99,103.446,12.928,12.815,9
64,16,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.11344,10.3997,22.07436,102.9027,13.396,103.019,12.579,12.209,9
65,16,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,20.63265,10.50668,22.5178,102.493,13.396,103.019,12.579,12.209,9
65.5,16,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,20.24051,10.38699,23.24703,102.922,13.396,103.019,12.579,12.209,9
66.5,16,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.7791,10.67183,22.71575,104.1759,13.396,103.019,12.579,12.209,9
67,16,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.34958,10.35724,22.12415,103.6787,13.396,103.019,12.579,12.209,9
66,7.373040752,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,20.11978,10.38796,21.71674,104.5676,13.396,103.019,12.579,12.209,9
67,7.373040752,0,0,682.4,20.13,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,20.92212,10.29204,22.9344,105.0168,13.396,103.019,12.579,12.209,9
68,7.310344828,0,0,676.8,19.82,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,22.42855,10.64016,22.93008,101.8154,13.396,103.019,12.579,12.209,9
69,7.247648903,0,0,676.8,19.82,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,22.09864,11.38185,22.80182,104.0016,13.396,103.019,12.579,12.209,9
69.5,7.184952978,0,0,676.8,19.82,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,22.63342,11.63403,22.39448,104.2123,14.123,102.96,12.971,12.608,9
70,7.184952978,0,0,676.8,19.82,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,21.86327,11.13394,22.64031,104.9521,14.013,103.589,12.842,12.699,9
70.5,7.059561129,0,0,676.8,19.82,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,22.85894,11.24386,23.03183,105.5664,14.392,103.285,13.578,12.793,9
71,6.996865204,0,0,676.8,19.82,15.41271,6.655957,16.50687,101.9464,2.688141,5.834796,15.06946,99.72091,7.662606,5.597406,19.2125,103.541,23.93948,12.09884,24.80241,105.4688,14.873,103.091,13.366,13.688,9
33.25,5.088145897,463,7.91,397.3,4.29,13.09144,6.77702,7.154508,102.9986,10.85508,15.68153,66.82987,103.7114,8.577528,7.071586,11.41651,104.7712,35.78356,17.76553,33.36442,106.3801,25.622,89.734,22.381,11.844,9
33.75,5.027355623,462.3,7.91,397.3,4.29,13.09144,6.77702,7.154508,102.9986,10.85508,15.68153,66.82987,103.7114,8.577528,7.071586,11.41651,104.7712,35.78356,17.76553,33.36442,106.3801,27.458,89.219,22.44,13.144,9
34,4.96656535,462.3,7.91,417.6,5.42,13.09144,6.77702,7.154508,102.9986,10.85508,15.68153,66.82987,103.7114,8.577528,7.071586,11.41651,104.7712,35.78356,17.76553,33.36442,106.3801,27.458,89.219,22.44,13.144,9
34.5,0.123076923,462.3,7.91,422,5.66,13.09144,6.77702,7.154508,102.9986,10.85508,15.68153,66.82987,103.7114,8.577528,7.071586,11.41651,104.7712,35.78356,17.76553,33.36442,106.3801,27.458,89.219,22.44,13.144,9
43.5,9.87460815,396.4,4.22,695.3,20.85,10.01002,10.28315,24.79322,104.6089,17.04284,9.229137,13.81145,99.32509,0.02370431,0.02122636,0.03025219,99.99855,30.1641,16.16389,41.89313,103.8265,0.026,37.392,0.026,0.024,9
44.5,9.623824451,396.8,4.27,694.3,20.79,10.01002,10.28315,24.79322,104.6089,17.04284,9.229137,13.81145,99.32509,16.18363,11.69412,21.0018,99.03872,30.1641,16.16389,41.89313,103.8265,0.026,37.392,0.026,0.024,9
45.25,9.623824451,397.7,4.31,693.4,20.74,10.01002,10.28315,24.79322,104.6089,17.04284,9.229137,13.81145,99.32509,16.18363,11.69412,21.0018,99.03872,27.91949,16.04573,38.41972,103.63,0.026,37.392,0.026,0.024,9
46,9.498432602,398.6,4.36,693.4,20.74,10.01002,10.28315,24.79322,104.6089,17.04284,9.229137,13.81145,99.32509,16.18363,11.69412,21.0018,99.03872,29.76478,17.10404,39.10867,104.8028,20.541,101.5,16.898,21.786,9
46.75,9.498432602,399,4.39,691.4,20.63,10.01002,10.28315,24.79322,104.6089,17.04284,9.229137,13.81145,99.32509,16.18363,11.69412,21.0018,99.03872,28.89381,16.94058,38.32503,104.5392,20.541,101.5,16.898,21.786,9
47.75,9.498432602,399.5,4.44,690.4,20.58,10.01002,10.28315,24.79322,104.6089,17.04284,9.229137,13.81145,99.32509,16.18363,11.69412,21.0018,99.03872,29.63605,16.2034,36.34774,105.1587,20.541,101.5,16.898,21.786,9
46,10,769.6,24.97,929.9,33.88,18.15183,14.39542,14.75189,99.10017,15.66805,19.16872,9.867026,104.4766,13.40205,13.11876,17.04689,100.4708,44.55671,19.64898,65.37917,104.9992,0.025,36.429,0.025,0.024,9
46.5,10,769.6,24.97,934,34.11,18.15183,14.39542,14.75189,99.10017,15.66805,19.16872,9.867026,104.4766,13.40205,13.11876,17.04689,100.4708,41.31422,16.91875,48.18616,103.0952,0.025,36.429,0.025,0.024,9
47.25,10,822.4,27.91,934,34.11,18.15183,14.39542,14.75189,99.10017,15.66805,19.16872,9.867026,104.4766,13.40205,13.11876,17.04689,100.4708,42.8133,18.1836,49.49348,104.3009,23.785,103.587,17.551,28.299,9
47.75,9.87460815,822.4,27.91,943,34.61,18.15183,14.39542,14.75189,99.10017,15.66805,19.16872,9.867026,104.4766,13.40205,13.11876,17.04689,100.4708,45.27057,18.96131,49.1429,106.2976,23.785,103.587,17.551,28.299,9
48.5,9.749216301,822.4,27.91,946.5,34.83,13.86435,12.37673,14.19468,75.60696,15.66805,19.16872,9.867026,104.4766,13.40205,13.11876,17.04689,100.4708,45.27057,18.96131,49.1429,106.2976,23.785,103.587,17.551,28.299,9
49.25,9.686520376,822.4,27.91,950.7,35.04,13.86435,12.37673,14.19468,75.60696,18.55276,19.16169,10.47516,103.0555,13.40205,13.11876,17.04689,100.4708,45.27057,18.96131,49.1429,106.2976,23.785,103.587,17.551,28.299,9
50,9.561128527,822.4,27.91,955.8,35.32,13.86435,12.37673,14.19468,75.60696,18.55276,19.16169,10.47516,103.0555,12.68378,12.757,17.30739,100.6638,45.27057,18.96131,49.1429,106.2976,23.785,103.587,17.551,28.299,9
50.5,9.561128527,822.4,27.91,963,35.72,13.86435,12.37673,14.19468,75.60696,18.55276,19.16169,10.47516,103.0555,12.68378,12.757,17.30739,100.6638,44.417,20.64796,53.81359,105.0855,23.785,103.587,17.551,28.299,9
51.25,9.498432602,811.2,27.25,963,35.72,13.86435,12.37673,14.19468,75.60696,18.55276,19.16169,10.47516,103.0555,12.68378,12.757,17.30739,100.6638,42.97851,20.94218,50.73716,105.7121,23.515,101.825,16.875,28.194,9
52,9.561128527,809.4,27.19,963,35.72,13.86435,12.37673,14.19468,75.60696,18.55276,19.16169,10.47516,103.0555,12.68378,12.757,17.30739,100.6638,40.60676,17.86368,44.43597,105.083,21.856,100.55,16.275,25.296,9
52.5,9.561128527,807.6,27.09,963,35.72,13.86435,12.37673,14.19468,75.60696,18.55276,19.16169,10.47516,103.0555,12.68378,12.757,17.30739,100.6638,42.74754,20.27348,50.35763,104.5887,23.383,103.518,16.929,27.945,9
39.75,4.723404255,729,22.72,826.5,28.14,12.94167,8.134163,13.45291,97.71294,7.633574,9.63551,10.56335,101.6062,13.45105,10.49939,21.34488,102.5631,45.65357,21.34531,43.71643,106.3556,22.054,103.013,17.388,23.627,9
40.5,4.723404255,729,22.72,826.5,28.14,12.94167,8.134163,13.45291,97.71294,7.633574,9.63551,10.56335,101.6062,13.45105,10.49939,21.34488,102.5631,45.2081,22.12958,44.17303,105.605,22.138,103.089,17.223,23.501,9
41.25,4.723404255,729,22.72,839.1,28.83,12.94167,8.134163,13.45291,97.71294,7.633574,9.63551,10.56335,101.6062,13.45105,10.49939,21.34488,102.5631,45.98262,20.95354,38.11729,99.38996,22.138,103.089,17.223,23.501,9
42,4.662613982,729.9,22.77,839.1,28.83,12.94167,8.134163,13.45291,97.71294,7.633574,9.63551,10.56335,101.6062,13.45105,10.49939,21.34488,102.5631,46.28584,21.82755,40.70078,104.5392,21.717,102.77,17.103,21.882,9
42.75,4.662613982,729.9,22.77,839.1,28.83,12.94167,8.134163,13.45291,97.71294,7.633574,9.63551,10.56335,101.6062,13.45105,10.49939,21.34488,102.5631,44.24921,21.63296,39.6623,105.0438,21.441,102.305,17.525,21.535,9
43.5,4.601823708,730.4,22.8,839.1,28.83,12.2579,8.005609,12.44649,99.73809,7.633574,9.63551,10.56335,101.6062,13.45105,10.49939,21.34488,102.5631,44.24921,21.63296,39.6623,105.0438,21.933,102.374,17.29,23.47,9
44.25,4.541033435,730.4,22.8,839.1,28.83,12.08428,7.906289,12.36431,97.04986,7.633574,9.63551,10.56335,101.6062,13.45105,10.49939,21.34488,102.5631,44.24921,21.63296,39.6623,105.0438,21.645,101.296,16.723,24.172,9
44.75,4.541033435,730.8,22.82,839.1,28.83,12.08428,7.906289,12.36431,97.04986,7.967978,9.668957,9.462413,103.3626,13.45105,10.49939,21.34488,102.5631,44.24921,21.63296,39.6623,105.0438,20.376,102.4,16.231,21.605,9
45.5,4.480243161,731.2,22.84,839.1,28.83,12.08428,7.906289,12.36431,97.04986,7.967978,9.668957,9.462413,103.3626,13.32842,10.82022,20.12604,100.2148,44.24921,21.63296,39.6623,105.0438,19.647,101.478,15.815,19.192,9
46.25,4.480243161,731.7,22.87,839.1,28.83,12.08428,7.906289,12.36431,97.04986,7.967978,9.668957,9.462413,103.3626,13.32842,10.82022,20.12604,100.2148,41.31998,19.5479,39.28006,106.6873,20.577,101.902,16.423,21.399,9
46.75,4.419452888,731.7,22.87,861.1,30.06,12.08428,7.906289,12.36431,97.04986,7.967978,9.668957,9.462413,103.3626,13.32842,10.82022,20.12604,100.2148,40.85684,20.10091,40.2269,104.4778,20.577,101.902,16.423,21.399,9
47.25,4.419452888,732.1,22.89,861.1,30.06,12.08428,7.906289,12.36431,97.04986,7.967978,9.668957,9.462413,103.3626,13.32842,10.82022,20.12604,100.2148,40.44342,19.22994,35.61931,105.4771,19.471,102.446,15.399,19.611,9
48,4.29787234,732.5,22.92,861.1,30.06,12.08428,7.906289,12.36431,97.04986,7.967978,9.668957,9.462413,103.3626,13.32842,10.82022,20.12604,100.2148,40.98154,17.03304,32.27835,103.1916,19.042,99.2,15.125,18.18,9
48.5,0.4,732.5,22.92,861.1,30.06,12.08428,7.906289,12.36431,97.04986,7.967978,9.668957,9.462413,103.3626,13.32842,10.82022,20.12604,100.2148,41.0964,17.45851,33.46779,31.79588,19.166,90.595,15.009,18.545,9
44.5,10.93416928,542.4,12.35,638,17.67,32.08683,33.25441,40.80072,103.4464,9.344337,8.1934,11.9245,103.9346,11.92385,10.13562,18.24315,101.2775,13.47027,9.461361,14.19193,106.3575,21.834,103.429,20.611,19.792,9
45,10.87147335,542.4,12.35,637.5,17.63,32.08683,33.25441,40.80072,103.4464,11.14891,14.92679,21.4983,104.7099,11.92385,10.13562,18.24315,101.2775,13.47027,9.461361,14.19193,106.3575,21.834,103.429,20.611,19.792,9
45.25,10.87147335,542.4,12.35,636.3,17.57,32.08683,33.25441,40.80072,103.4464,11.14891,14.92679,21.4983,104.7099,11.1822,9.130726,21.84329,100.8433,13.47027,9.461361,14.19193,106.3575,21.834,103.429,20.611,19.792,9
45.75,10.7460815,542.4,12.35,635.7,17.54,32.08683,33.25441,40.80072,103.4464,11.14891,14.92679,21.4983,104.7099,11.1822,9.130726,21.84329,100.8433,14.35377,9.051938,14.11711,103.7742,21.834,103.429,20.611,19.792,9
46.75,10.7460815,542.4,12.35,635.7,17.54,32.08683,33.25441,40.80072,103.4464,11.14891,14.92679,21.4983,104.7099,11.1822,9.130726,21.84329,100.8433,14.28723,8.714581,13.93949,105.6682,20.392,103.713,19.233,17.981,9
47,10.7460815,542.4,12.35,633.4,17.41,32.08683,33.25441,40.80072,103.4464,11.14891,14.92679,21.4983,104.7099,11.1822,9.130726,21.84329,100.8433,14.34664,8.664771,13.34251,102.9813,20.392,103.713,19.233,17.981,9
47.5,10.68338558,542.4,12.35,632.8,17.38,32.08683,33.25441,40.80072,103.4464,11.14891,14.92679,21.4983,104.7099,11.1822,9.130726,21.84329,100.8433,13.88528,8.874446,14.27433,80.26783,20.392,103.713,19.233,17.981,9
38.75,8.996865204,729,22.72,771.9,25.11,11.57838,9.620581,13.58381,103.7589,11.68418,13.28031,9.113142,104.9859,11.55835,13.66558,16.70266,99.92654,38.07834,16.64399,30.43138,104.562,19.371,103.517,14.525,20.919,9
39.25,8.934169279,728.2,22.67,771.9,25.11,11.57838,9.620581,13.58381,103.7589,11.68418,13.28031,9.113142,104.9859,11.55835,13.66558,16.70266,99.92654,37.27132,15.78306,32.71161,100.9466,18.717,100.905,14.329,19.79,9
39.5,8.934169279,728.2,22.67,795.4,26.41,11.57838,9.620581,13.58381,103.7589,11.68418,13.28031,9.113142,104.9859,11.55835,13.66558,16.70266,99.92654,38.45488,14.8706,31.58876,105.4645,18.717,100.905,14.329,19.79,9
40,8.871473354,726.8,22.6,795.4,26.41,11.57838,9.620581,13.58381,103.7589,11.68418,13.28031,9.113142,104.9859,11.55835,13.66558,16.70266,99.92654,38.55497,14.2309,29.14406,105.4077,17.965,103.356,13.618,17.936,9
40.5,8.746081505,726,22.55,795.4,26.41,11.33111,8.786292,13.01905,103.426,11.68418,13.28031,9.113142,104.9859,11.55835,13.66558,16.70266,99.92654,38.55497,14.2309,29.14406,105.4077,18.453,103.108,13.844,18.754,9
41,8.68338558,725.5,22.53,795.4,26.41,11.33111,8.786292,13.01905,103.426,11.68437,13.79041,8.78166,105.1979,11.55835,13.66558,16.70266,99.92654,38.55497,14.2309,29.14406,105.4077,19.756,102.729,14.088,20.129,9
